"CODIGO IMPA","DESCRIÇÃO EM PORTUGUÊS","DESCRIÇÃO EM INGLÊS","Unnamed: 2"
"170154","COLHER - MATERIAL: AÇO INOXIDÁVEL - TIPO:P/SERVIR SALADA. C/ CABO PLANO LISO - EM CROMO-18 - COMPRIMENTO: 201MM                                       ","SALAD SERVER SPOON 18-CHROME STAINLESS STEEL PLAIN HANDLE                                                                                             ",""
"170155","CONCHA - MATERIAL: AÇO INOXIDÁVEL - TIPO: P/ MOLHO. C/ CABO PLANO LISO - EM CROMO-18 - COMPRIMENTO: 160MM                                             ","SAUCE LADLE 18-CHROME STAINLESS STEEL PLAIN HANDLE                                                                                                    ",""
"170156","CONCHA - MATERIAL: AÇO INOXIDÁVEL - TIPO:P/ ACÚCAR. C/ CABO PLANO LISO- EM CROMO-18  - COMPRIMENTO: 115MM                                             ","SUGAR LADLE 18-CHROME STAINLESS STEEL PLAIN HANDLE                                                                                                    ",""
"170157","PEGADOR - MATERIAL: AÇO INOXIDÁVEL - TIPO: P/ GELO. C/ CABO PLANO LISO - EM CROMO-18  - COMPRIMENTO: 165MM                                            ","ICE TONGS 18-CHROME STAINLESS STEEL PLAIN HANDLE                                                                                                      ",""
"170158","PEGADOR - MATERIAL: AÇO INOXIDÁVEL - TIPO: P/ BOLO. C/ CABO PLANO LISO - EM CROMO-18 - COMPRIMENTO 185 MM                                             ","CAKE TONGS 18-CHROME STAINLESS STEEL PLAIN HANDLE                                                                                                     ",""
"170159","PEGADOR - MATERIAL: AÇO INOX - TIPO: REDONDO. P/ SORVETE - TAMANHO: 68MM X 90CC                                                                       ","ICE-CREAM SCOOP STAINLESS STEEL ROUND 68MM DIAM 90CC                                                                                                  ",""
"170160","FACA - MATERIAL:  AÇO INOXIDÁVEL - TIPO: P/ JANTAR. C/ CABO PLANO LISO - EM CROMO-18 -  COMPRIMENTO: 237MM                                            ","DINNER KNIFE 18-CHROME STAINLESS STEEL PLAIN HANDLE                                                                                                   ",""
"170161","GARFO - MATERIAL: AÇO INOXIDÁVEL - TIPO: P/ FRUTA. C/ CABO PLANO LISO - EM CROMO-18 - COMPRIMENTO: 155MM                                              ","FRUIT FORK 18-CHROME STAINLESS STEEL PLAIN HANDLE                                                                                                     ",""
"170162","COLHER - MATERIAL: AÇO INOXIDÁVEL - TIPO: P/ MESA. C/ CABO PLANO LISO - EM CROMO-18 -  COMPRIMENTO: 198MM                                             ","TABLE SPOON 18-CHROME STAINLESS STEEL PLAIN HANDLE                                                                                                    ",""
"170163","COLHER - MATERIAL: AÇO INOXIDÁVEL - TIPO: P/ SOPA. C/ CABO PLANO LISO - EM CROMO-18 - COMPRIMENTO: 172MM                                              ","SOUP SPOON 18-CHROME STAINLESS STEEL PLAIN HANDLE                                                                                                     ",""
"170164","FACA -  MATERIAL: AÇO INOXIDÁVEL - TIPO: P/ PEIXE. C/ CABO PLANO LISO - EM CROMO-18 - COMPRIMENTO: 205MM                                              ","FISH KNIFE 18-CHROME STAINLESS STEEL PLAIN HANDLE                                                                                                     ",""
"170165","GARFO - MATERIAL: AÇO INOXIDÁVEL - TIPO: P/ JANTAR. LIGA/18-CROMO/8-NIQUEL - COMPRIMENTO: 205MM                                                       ","DINNER FORK 18-CR 8-NI STAINLESS STEEL STANDARD GRADE                                                                                                 ",""
"170166","FACA  - MATERIAL: AÇO INOXIDÁVEL- TIPO: P/ SOBREMESA. C/ CABO PLANO LISO - EM CROMO-18 - COMPRIMENTO: 196MM                                           ","DESSERT KNIFE 18-CHROME STAINLESS STEEL PLAIN HANDLE                                                                                                  ",""
"170167","GARFO - MATERIAL: AÇO INOXIDÁVEL - TIPO: P/ SERVIR. C/ GRAVADO EM CROMO-18 - COMPRIMENTO: 220MM                                                       ","SERVING FORK 18-CHROME STAINLESS ENGRAVED HANDLE                                                                                                      ",""
"170168","COLHER - MATERIAL: AÇO INOXIDÁVEL - TIPO: P/ SOBREMESA. C/ CABO PLANO LISO - EM CROMO-18 - COMPRIMENTO: 180MM                                         ","DESSERT SPOON 18-CHROME STAINLESS STEEL PLAIN HANDLE                                                                                                  ",""
"170169","FACA - MATERIAL: AÇO INOXIDÁVEL - TIPO: P/ FRUTA. C/ CABO PLANO LISO - EM CROMO-18  - COMPRIMENTO: 175MM                                              ","FRUIT KNIFE 18-CHROME STAINLESS STEEL PLAIN HANDLE                                                                                                    ",""
"170170","GARFO - MATERIAL: AÇO INOXIDÁVEL - TIPO: P/ BOLO. LIGA/18-CROMO/8-NIQUEL - COMPRIMENTO: 149MM                                                         ","CAKE FORK 18-CR 8-NI STAINLESS STEEL STANDARD GRADE                                                                                                   ",""
"170171","GARFO - MATERIAL: AÇO INOXIDÁVEL - P/ SERVIR SALADA. LIGA/18-CROMO/8-NIQUEL - COMPRIMENTO: 203MM                                                      ","SALAD SERVER FORK 18-CR 8-NI STAINLESS STEEL STANDARD GRADE                                                                                           ",""
"170172","GARFO - MATERIAL: AÇO INOXIDÁVEL - TIPO: P/ SOBREMESA. LIGA/18-CROMO/8-NIQUEL - COMPRIMENTO: 185MM                                                    ","DESSERT FORK 18-CR 8-NI STAINLESS STEEL STANDARD GRADE                                                                                                ",""
"170173","FACA - MATERIAL: AÇO INOXIDÁVEL  - TIPO: P/ MANTEIGA. C/ CABO PLANO LISO - EM CROMO-18 - COMPRIMENTO: 148MM                                           ","BUTTER KNIFE 18-CHROME STAINLESS STEEL PLAIN HANDLE                                                                                                   ",""
"170174","FACA - MATERIAL: AÇO INOXIDÁVEL - TIPO: P/ ESPALHAR MANTEIGA.C/CABO PLANO LISO- EM CROMO 18 - COMPRIMENTO:132MM                                       ","BUTTER SPREADER 18-CHROME STAINLESS STEEL PLAIN HANDLE                                                                                                ",""
"170175","COLHER - MATERIAL: AÇO INOXIDÁVEL - TIPO: P/ MELÃO. C/ CABO PLANO LISO - EM CROMO-18  - COMPRIMENTO: 196MM                                            ","MELON SPOON 18-CHROME STAINLESS STEEL PLAIN HANDLE                                                                                                    ",""
"170176","COLHER  - MATERIAL: AÇO INOXIDÁVEL - TIPO: P/COQUETEL. C/CABO PLANO LISO - EM CROMO-18 - COMPRIMENTO: 185MM                                           ","COCKTAIL SPOON 18-CHROME STAINLESS STEEL PLAIN HANDLE                                                                                                 ",""
"170177","COLHER DE CHA ACO INOX  CROMO-18                                                                                                                      ","TEA SPOON 18-CHROME STAINLESS STEEL                                                                                                                   ",""
"170178","COLHER - MATERIAL: AÇO INOXIDÁVEL - TIPO: P/ CAFÉ. C/ CABO PLANO LISO - EM CROMO-18 -  COMPRIMENTO: 116MM                                             ","COFFEE SPOON 18-CHROME STAINLESS STEEL PLAIN HANDLE                                                                                                   ",""
"170179","COLHER - MATERIAL: AÇO INOXIDÁVEL - TIPO: P/SORVETE. C/ CABO PLANO LISO - EM CROMO-18 - COMPRIMENTO: 132MM                                            ","ICE-CREAM SPOON 18-CHROME STAINLESS STEEL PLAIN HANDLE                                                                                                ",""
"170180","COLHER - MATERIAL: AÇO INOXIDÁVEL - TIPO: P/ MORANGO. C/ CABO PLANO LISO - EM CROMO-18  -  COMPRIMENTO 134MM                                          ","STRAWBERRY SPOON 18-CHROME STAINLESS STEEL PLAIN HANDLE                                                                                               ",""
"170191","ROLO DE CORDA DE AMIANTO - TAM. MM: 9.6 - KGS POR ROLO: 1                                                                                             ","ASBESTOS CORD YARN - SIZE MM: 9.6 - KGS PER COIL: 1                                                                                                   ",""
"170201","GARFO - MATERIAL: AÇO INOXIDÁVEL - TIPO: P/ PEIXE. LIGA/18-CROMO/8-NIQUEL - COMPRIMENTO: 210MM                                                        ","FISH FORK 18-CR 8-NI STAINLESS STEEL STANDARD GRADE                                                                                                   ",""
"170202","COLHER - MATERIAL: AÇO INOXIDÁVEL -TIPO: P/ SERVIR. LIGA/18-CROMO/8-NIQUEL - COMPRIMENTO 208MM                                                        ","SERVING SPOON 18-CR 8-NI STAINLESS STEEL STANDARD GRADE                                                                                               ",""
"170203","GARFO - MATERIAL: AÇO INOXIDÁVEL  - TIPO: P/ CHURRASCO. LIGA/18-CROMO/8-NIQUEL - COMPRIMENTO: 284MM                                                   ","MEAT CARVING FORK 18-CR 8-NI STAINLESS STEEL STANDARD GRADE                                                                                           ",""
"170204","COLHER - MATERIAL: AÇO INOXIDÁVEL - TIPO: P/ SERVIR SALADA. LIGA/18-CROMO/8-NIQUEL - COMPRIMENTO: 205MM                                               ","SALAD SERVER SPOON 18-CR 8-NI STAINLESS STEEL STANDARD GRADE                                                                                          ",""
"170205","CONCHA - MATERIAL: AÇO INOXIDÁVEL - TIPO:P/ SERVIR SOPA. LIGA/18-CROMO/8-NIQUEL - COMPRIMENTO: 296MM                                                  ","SOUP LADLE 18-CR 8-NI STAINLESS STEEL STANDARD GRADE                                                                                                  ",""
"170206","COLHER - MATERIAL: AÇO INOXIDÁVEL - TIPO: P/ MOLHO. LIGA/18-CROMO/8-NIQUEL - COMPRIMENTO: 162MM                                                       ","SAUCE LADLE 18-CR 8-NI STAINLESS STEEL STANDARD GRADE                                                                                                 ",""
"170207","COLHER - MATERIAL: AÇO INOXIDÁVEL - TIPO: P/ AÇÚCAR. LIGA/18-CROMO/8-NIQUEL - COMPRIMENTO: 115MM                                                      ","SUGAR LADLE 18-CR 8-NI STAINLESS STEEL STANDARD GRADE                                                                                                 ",""
"170208","FACA - MATERIAL: AÇO INOXIDÁVEL - TIPO: P/ CHURRASCO. LIGA/18-CROMO/8-NIQUEL - COMPRIMENTO: 320MM                                                     ","MEAT CARVING KNIFE 18-CR 8-NI STAINLESS STEEL STANDARD GRADE                                                                                          ",""
"170209","GARFO  - MATERIAL: AÇO INOXIDÁVEL - TIPO: P/ SOBREMESA. C/CABO GRAVADO EM CROMO-18 - COMPRIMENTO 185MM                                                ","DESSERT FORK 18-CHROME STAINLESS ENGRAVED HANDLE                                                                                                      ",""
"170210","FACA - MATERIAL: AÇO INOXIDÁVEL - TIPO: P/ PEIXE INTEIRO. LIGA/18-CROMO/8-NIQUEL - COMPRIMENTO: 290MM                                                 ","FISH CARVING KNIFE 18-CR 8-NI STAINLESS STEEL STANDARD GRADE                                                                                          ",""
"170211","GARFO - MATERIAL: AÇO INOXIDÁVEL - TIPO: P/ JANTAR. C/ CABO PLANO LISO - EM CROMO-18  - COMPRIMENTO: 202MM                                            ","DINNER FORK 18-CHROME STAINLESS STEEL PLAIN HANDLE                                                                                                    ",""
"170212","PEGADOR - MATERIAL: AÇO INOX - TIPO: REDONDO. P/ SORVETE - TAMANHO: 65MM X 80CC                                                                       ","ICE-CREAM SCOOP STAINLESS STEEL ROUND 65MM DIAM 80CC                                                                                                  ",""
"170213","PEGADOR - MATERIAL: AÇO INOXIDÁVEL - TIPO: P/ BOLO. LIGA/18-CROMO/8-NIQUEL - COMPRIMENTO: 185MM                                                       ","CAKE TONGS 18-CR 8-NI STAINLESS STEEL STANDARD GRADE                                                                                                  ",""
"170214","PEGADOR - MATERIAL: AÇO INOXIDÁVEL - TIPO: P/ AÇÚCAR. LIGA/18-CROMO/8-NIQUEL - COMPRIMENTO: 108MM                                                     ","SUGAR TONGS 18-CR 8-NI STAINLESS STEEL STANDARD GRADE                                                                                                 ",""
"170215","PÁ - MATERIAL: AÇO INOXIDÁVEL - TIPO: CONCHA. P/ FARINHA - TAMANHO: 135MM X 210MM                                                                     ","SCOOP FLOUR STAINLESS STEEL 210MM OVERALL                                                                                                             ",""
"170216","FACA - MATERIAL: AÇO INOXIDÁVEL - TIPO: LIGA/18-CROMO/8-NIQUEL - COMPRIMENTO: 335 MM                                                                  ","KNIFE STEEL 18-CR 8-NI STAINLESS STEEL STANDARD GRADE                                                                                                 ",""
"170217","FACA - MATERIAL: AÇO INOXIDÁVEL - TIPO: P/ JANTAR. LIGA/18-CROMO/8-NIQUEL - COMPRIMENTO: 246MM                                                        ","DINNER KNIFE 18-CR 8-NI STAINLESS STEEL STANDARD GRADE                                                                                                ",""
"170218","GARFO - MATERIAL: AÇO INOXIDÁVEL - TIPO: P/ FRUTA. LIGA/18-CROMO/8-NIQUEL - COMPRIMENTO: 169MM                                                        ","FRUIT FORK 18-CR 8-NI STAINLESS STEEL STANDARD GRADE                                                                                                  ",""
"170219","COLHER - MATERIAL: AÇO INOXIDÁVEL - TIPO: P/ MESA. LIGA/18-CROMO/8-NIQUEL - COMPRIMENTO: 199MM                                                        ","TABLE SPOON 18-CR 8-NI STAINLESS STEEL STANDARD GRADE                                                                                                 ",""
"170220","COLHER - MATERIAL: AÇO INOXIDÁVEL - TIPO: SOPA. LIGA/18-CROMO/8-NIQUEL - COMPRIMENTO: 175MM                                                           ","SOUP SPOON 18-CR 8-NI STAINLESS STEEL STANDARD GRADE                                                                                                  ",""
"170221","FACA - MATERIAL: AÇO INOXIDÁVEL - TIPO: P/ PEIXE. LIGA/18-CROMO/8-NIQUEL - COMPRIMENTO: 223MM                                                         ","FISH KNIFE 18-CR 8-NI STAINLESS STEEL STANDARD GRADE                                                                                                  ",""
"170222","GARFO - MATERIAL: AÇO INOXIDÁVEL - TIPO: P/ PEIXE INTEIRO. LIGA/18-CROMO/8-NIQUEL - COMPRIMENTO: 250MM                                                ","FISH CARVING FORK 18-CR 8-NI STAINLESS STEEL STANDARD GRADE                                                                                           ",""
"170223","FACA - MATERIAL: AÇO INOXIDÁVEL - TIPO: SOBREMESA. LIGA/18-CROMO/8-NIQUEL - COMPRIMENTO: 215MM                                                        ","DESSERT KNIFE 18-CR 8-NI STAINLESS STEEL STANDARD GRADE                                                                                               ",""
"170224","GARFO - MATERIAL: AÇO INOXIDÁVEL - TIPO: P/ SERVIR. LIGA/18-CROMO/8-NIQUEL - COMPRIMENTO: 220MM                                                       ","SERVING FORK 18-CR 8-NI STAINLESS STEEL STANDARD GRADE                                                                                                ",""
"170225","COLHER - MATERIAL: AÇO INOXIDÁVEL - TIPO: SOBREMESA. LIGA/18-CROMO/8-NIQUEL - COMPRIMENTO: 177MM                                                      ","DESSERT SPOON 18-CR 8-NI STAINLESS STEEL STANDARD GRADE                                                                                               ",""
"170226","FACA - MATERIAL: AÇO INOXIDÁVEL - TIPO: P/ FRUTA. LIGA/18-CROMO/8-NIQUEL - COMPRIMENTO: 184MM                                                         ","FRUIT KNIFE 18-CR 8-NI STAINLESS STEEL STANDARD GRADE                                                                                                 ",""
"170227","GARFO - MATERIAL: AÇO INOXIDÁVEL - TIPO: P/ FRUTA. C/ CABO GRAVADO EM CROMO-18 - COMPRIMENTO 148MM                                                    ","FRUIT FORK 18-CHROME STAINLESS ENGRAVED HANDLE                                                                                                        ",""
"170228","GARFO - MATERIAL: AÇO INOXIDÁVEL - TIPÓ: PEQUENO. LIGA/18-CROMO/8-NIQUEL - COMPRIMENTO: 127MM                                                         ","SMALL FORK 18-CR 8-NI STAINLESS STEEL STANDARD GRADE                                                                                                  ",""
"170229","GARFO - MATERIAL: AÇO INOXIDÁVEL -  TI SERVIR SALADA (COM CABO PLANO LISO - EM CROMO-18) COMPRIMENTO: 201MM                                           ","SALAD SERVER FORK 18-CHROME STAINLESS STEEL PLAIN HANDLE                                                                                              ",""
"170230","FACA - MATERIAL: AÇO INOXIDÁVEL - TIPO: P/ MANTEIGA. LIGA/18-CROMO/8-NIQUEL - COMPRIMENTO: 144MM                                                      ","BUTTER KNIFE 18-CR 8-NI STAINLESS STEEL STANDARD GRADE                                                                                                ",""
"170231","FACA - MATERIAL: AÇO INOXIDÁVEL - TIPO: P/ ESPALHAR MANTEIGA. LIGA/18-CROMO/8-NIQUEL - COMPRIMENTO: 139MM                                             ","BUTTER SPREADER 18-CR 8-NI STAINLESS STEEL STANDARD GRADE                                                                                             ",""
"170232","COLHER - MATERIAL: AÇO INOXIDÁVEL - TIPO: P/ MELÃO. LIGA/18-CROMO/8-NIQUEL - COMPRIMENTO: 200MM                                                       ","MELON SPOON 18-CR 8-NI STAINLESS STEEL STANDARD GRADE                                                                                                 ",""
"170233","COLHER - MATERIAL: AÇO INOXIDÁVEL - TIPO: P/ COQUETEL. LIGA/18-CROMO/8-NIQUEL - COMPRIMENTO: 190MM                                                    ","COCKTAIL SPOON 18-CR 8-NI STAINLESS STEEL STANDARD GRADE                                                                                              ",""
"170234","COLHER - MATERIAL: AÇO INOXIDÁVEL - TIPO: P/ CHÁ. LIGA/18-CROMO/8-NIQUEL - COMPRIMENTO: 132MM                                                         ","TEA SPOON 18-CR 8-NI STAINLESS STEEL STANDARD GRADE                                                                                                   ",""
"170235","COLHER - MATERIAL: AÇO INOXIDÁVEL - TIPO: P/ CAFÉ. LIGA/18-CROMO/8-NIQUEL - COMPRIMENTO: 118MM                                                        ","COFFEE SPOON 18-CR 8-NI STAINLESS STEEL STANDARD GRADE                                                                                                ",""
"170236","COLHER - MATERIAL: AÇO INOXIDÁVEL - TIPO: P/ SORVETE. LIGA/18-CROMO/8-NIQUEL - COMPRIMENTO: 130MM                                                     ","ICE-CREAM SPOON 18-CR 8-NI STAINLESS STEEL STANDARD GRADE                                                                                             ",""
"170237","COLHER - MATERIAL: AÇO INOXIDÁVEL - TIPO: P/ MORANGO. LIGA/18-CROMO/8-NIQUEL - COMPRIMENTO: 134MM                                                     ","STRAWBERRY SPOON 18-CR 8-NI STAINLESS STEEL STANDARD GRADE                                                                                            ",""
"170251","FACA - MATERIAL: PLÁSTICO - TAMANHO 175 MM                                                                                                            ","KNIFE PLASTIC 175MM                                                                                                                                   ",""
"170252","GARFO ACO INOX-: PEQUENO. CROMO-18 - COMP124MM                                                                                                        ","SMALL FORK 18-CHROME 124MM                                                                                                                            ",""
"170253","COLHER - MATERIAL: PLÁSTICO - TAMANHO 147 MM                                                                                                          ","SPOON PLASTIC 147MM                                                                                                                                   ",""
"170254","COLHER - MATERIAL: PLÁSTICO - TIPO: DE CAFÉ - TAMANHO 80MM                                                                                            ","SPOON COFFEE PLASTIC 80MM                                                                                                                             ",""
"170261","CAIXA PARA TALHERES - TIPO: COMPARTIMENTO C/ DIVISÓRIAS - MATERIAL: PLÁSTICO - TAMANHO  515MM X 295MM X 90MM                                          ","CUTLERY BOX COMPARTMENT PLASTIC 515X295X90MM                                                                                                          ",""
"170262","CAIXA P/ TALHERES - TIPO:COMPARTIMENTO COM DIVISÓRIAS - MATERIAL:AÇO INOXIDÁVEL - TAMANHO 420MM X 253MM X 94MM                                        ","CUTLERY BOXES - TYPE: COMPARTMENT - MATERIAL: STEINLESS STEEL - SIZE  420MM X 253MM X 94MM                                                            ",""
"170263","CAIXA PARA TALHERES - TIPO: S/ DIVISÓRIAS - MATERIAL:  PLÁSTICO - TAMANHO 530MM X 325MM X 160MM                                                       ","CUTLERY BOX DISPENSER PLASTIC 530X325X160MM                                                                                                           ",""
"170301","TIGELA - MATERIAL: PORCELANA CHINESA - TIPO: P/ SOPA - TAMANHO: 183MM X 60MM                                                                          ","SOUP BOWL CHINESE STYLE PORCELAIN 183MM DIAM                                                                                                          ",""
"170302","TRAVESSA - MATERIAL: LOUÇA DE MELAMINA - TIPO: REDONDA - TAMANHO: 213MM X 23MM                                                                        ","PLATE ROUND COMPARTED MELAMINE 213MM                                                                                                                  ",""
"170303","TRAVESSA - MATERIAL: LOUÇA DE MELAMINA - TIPO: REDONDA - TAMANHO: 250MM X 27MM                                                                        ","PLATE ROUND COMPARTED MELAMINE 250MM                                                                                                                  ",""
"170304","TRAVESSA - MATERIAL: PORCELANA. LOUÇA DE QUALIDADE PADRÃO - TIPO: OVAL - TAMANHO:  207MM X 151MM                                                      ","PLATTER OVAL CHINA STANDARD QUALITY 207X151MM                                                                                                         ",""
"170305","TRAVESSA - TIPO: REDONDA. RESISTENTE A FORNO - TAMANHO: 168MM X 44MM                                                                                  ","GRATIN DISH OVENWARE ROUND 168X44MM                                                                                                                   ",""
